Operator,Active,Idle,Plugged,New,Unknown,Total
"Kelpetro Operating, Inc.",3,5,5,0,0,13
Cree Oil LLC,1,0,12,0,0,13
Sierra Oil Co.,0,8,5,0,0,13
Crown Oil Company,0,5,8,0,0,13
MH Marr,0,4,9,0,0,13
Hub Oil Co.,0,2,11,0,0,13
E. A. Parkford,0,1,12,0,0,13
C. D. Draucker,0,0,13,0,0,13
C. F. Braun & Co.,0,0,13,0,0,13
C.M.T. Producing Co.,0,0,13,0,0,13
Cenex Inc.,0,0,13,0,0,13
Custom Drilling Co.,0,0,13,0,0,13
D D Dunlap Oil Co.,0,0,13,0,0,13
Damson Oil Corporation,0,0,13,0,0,13
Ferguson Energy,0,0,13,0,0,13
G-W Resources Oper. Co.,0,0,13,0,0,13
G.E.N.Y. Operations,0,0,13,0,0,13
Grover Collins,0,0,13,0,0,13
"H. O. Strickler, Operator",0,0,13,0,0,13
Hamilton Brothers Oil Company,0,0,13,0,0,13
Hrubetz Oil Co.,0,0,13,0,0,13
Huntington Signal Oil Company,0,0,13,0,0,13
Kenneth Sperry,0,0,13,0,0,13
Lawrence P. Reischman,0,0,13,0,0,13
Leroy C. Gould,0,0,13,0,0,13
Mariposa Petroleum Co.,0,0,13,0,0,13
Marlin Pacific Oil & Gas,0,0,13,0,0,13
Miley Petro. Corp.Ltd,0,0,13,0,0,13
Montara Petroleum Company,0,0,13,0,0,13
Nevada Phoenix Ener. Corp.,0,0,13,0,0,13
"Noble Energy, Inc.",0,0,13,0,0,13
North Star Mining & Dev. Co.,0,0,13,0,0,13
Ratterree Land Co.,0,0,13,0,0,13
"Sam B. Herndon, Operator",0,0,13,0,0,13
Shell Oil Company,0,0,13,0,0,13
Sinco Oil Corp.,0,0,13,0,0,13
T & T Oil Co.,0,0,13,0,0,13
Tannehill Oil Company,0,0,13,0,0,13
Tatum Petroleum Corporation,0,0,13,0,0,13
The Hampton Oil Corporation,0,0,13,0,0,13
Thomas Oil Company,0,0,13,0,0,13
Torch Operating Company,0,0,13,0,0,13
Transamerica Development Company,0,0,13,0,0,13
Triple A Industries Inc.,0,0,13,0,0,13
U S Natural Resources,0,0,13,0,0,13
Vista Grande Oil Co.,0,0,13,0,0,13
"Belridge Energy Resources, Inc.",12,0,0,0,0,12
"P&M Oil Company, Inc.",11,1,0,0,0,12
Silverbacq LLC,9,0,3,0,0,12
Yoelin Family Trust,8,2,2,0,0,12
Havens Oil Company,4,8,0,0,0,12
"McLennan Family Properties, LLP",4,0,8,0,0,12
Park Crude Oil Co.,0,12,0,0,0,12
Phelps & Beveridge,0,12,0,0,0,12
Ruhland Oil Co.,0,12,0,0,0,12
"The Eric and Susan Dunn Living Trust dated July 27, 2006",0,12,0,0,0,12
Uncle Sam Oil Co.,0,12,0,0,0,12
Arthur McAdams,0,11,1,0,0,12
"Sacramento Energy, Inc.",0,8,4,0,0,12
Mercury Oil Co.,0,7,5,0,0,12
Brittany Oil Co.,0,5,7,0,0,12
Hogan Petroleum Company,0,3,9,0,0,12
Allied Petroleum Corp,0,1,11,0,0,12
A. J. Delaney,0,0,12,0,0,12
Aeco Corporation,0,0,12,0,0,12
Allscope Resources International Inc.,0,0,12,0,0,12
American Pacific International,0,0,12,0,0,12
Apache Corporation,0,0,12,0,0,12
Artnell Oil & Gas Co.,0,0,12,0,0,12
Barron Kidd,0,0,12,0,0,12
Beacon Oil Company,0,0,12,0,0,12
"California Lands, Inc.",0,0,12,0,0,12
California Time Petroleum Inc.,0,0,12,0,0,12
Century Oil Co.,0,0,12,0,0,12
Cities Service Oil Co.,0,0,12,0,0,12
Edwin W. Pauley,0,0,12,0,0,12
Estate of Chas. W. Camp,0,0,12,0,0,12
Estate of Welburn Mayock,0,0,12,0,0,12
Geochemical Surveys,0,0,12,0,0,12
Hamilton and Sherman,0,0,12,0,0,12
J. K. Wadley,0,0,12,0,0,12
King Petrol Co.,0,0,12,0,0,12
MCBO OIL CO.,0,0,12,0,0,12
Oakwood Petroleum Corp.,0,0,12,0,0,12
"Olson & Gregg, Inc.",0,0,12,0,0,12
Pan American Energy Corporation,0,0,12,0,0,12
Pan Western Petroleum Co.,0,0,12,0,0,12
Pedro Petroleum Corporation,0,0,12,0,0,12
"Petersen Production Company, LLC",0,0,12,0,0,12
S. H. Montgomery,0,0,12,0,0,12
San Roque Oil & Exploration Co.,0,0,12,0,0,12
Seaboard Oil & Gas Co.,0,0,12,0,0,12
Stockdale Energy Co.,0,0,12,0,0,12
SWC Resources Inc,0,0,12,0,0,12
"T. A. Atkinson, Opr.",0,0,12,0,0,12
Tejon Industrial Corp.,0,0,12,0,0,12
U. S. Forest Service,0,0,12,0,0,12
"Viscosity Control Systems, Inc.",0,0,12,0,0,12
"Woolner Oil Corp., Ltd.",0,0,12,0,0,12
Yunker Oil Co.,0,0,12,0,0,12
"Power Run Oil, LLC",9,0,2,0,0,11
T. E. Adams Petroleum Corp.,7,4,0,0,0,11
Verjill Oil Company,5,6,0,0,0,11
Engineers Oil Company,4,0,7,0,0,11
City of Huntington Beach (Fire Dept.),3,0,8,0,0,11
"J & K Operating Company, Inc.",3,0,8,0,0,11
Edison Beneficial Reuse,2,9,0,0,0,11
Consolidated Crude Corp.,0,11,0,0,0,11
Wilson & Wheat,0,11,0,0,0,11
Joro Inc.,0,10,1,0,0,11
"South Fork Ranch, LLC",0,10,1,0,0,11
Mitchell Oil,0,8,3,0,0,11
"Chaparral Petroleum, Inc.",0,4,7,0,0,11
Garbutt Oil Co. (A. M. Stephens Co.),0,4,7,0,0,11
Rio Virgin Oil Syndicate,0,3,8,0,0,11
Allied Energy Corp.,0,2,9,0,0,11
Elmer C. Von Glahn,0,1,10,0,0,11
"George F. Getty, Inc.",0,1,10,0,0,11
Scope Industries,0,1,10,0,0,11
Thornbury Drilling Co.,0,1,10,0,0,11
A. J. West Operator,0,0,11,0,0,11
A. Lansdale,0,0,11,0,0,11
"A.L.S. Resources, Inc.",0,0,11,0,0,11
American Petrofina Expl. Co.,0,0,11,0,0,11
B. C. Mackey,0,0,11,0,0,11
Berry Holding Co.,0,0,11,0,0,11
British-American Oil Producing Co.,0,0,11,0,0,11
Cockriel Petroleum,0,0,11,0,0,11
D. B. M. Oil Company,0,0,11,0,0,11
"D. J. Pickrell, Operator",0,0,11,0,0,11
Fred Ash & Sons,0,0,11,0,0,11
G. A. Grober,0,0,11,0,0,11
Goodman Santa Fe Springs SPE LLC,0,0,11,0,0,11
"Graham Royalty, Ltd.",0,0,11,0,0,11
Industrial Development Associates,0,0,11,0,0,11
Java Oil,0,0,11,0,0,11
King Resources Company,0,0,11,0,0,11
Legacy Energy Inc.,0,0,11,0,0,11
"M. Barratt and Ernest W. Bysshe, Jr.",0,0,11,0,0,11
Moriqui Exploration Co.,0,0,11,0,0,11
"Navy Oil Co., Inc.",0,0,11,0,0,11
Ne-Tex Oil Corp.,0,0,11,0,0,11
North American Oil Consolidated,0,0,11,0,0,11
Paul F. McKenzie,0,0,11,0,0,11
"Paul F. McKenzie, Opr.",0,0,11,0,0,11
R. W. Henry,0,0,11,0,0,11
Razar Resources,0,0,11,0,0,11
S. A. Camp Companies,0,0,11,0,0,11
Schell & Jennings,0,0,11,0,0,11
T L Jamieson,0,0,11,0,0,11
"The Hall-Baker Company, Ltd.",0,0,11,0,0,11
The National Oil Company,0,0,11,0,0,11
The Sharples Oil Corp.,0,0,11,0,0,11
"Tonka Energy, Inc.",0,0,11,0,0,11
U. S. Drilling Co.,0,0,11,0,0,11
Valwood Production Company,0,0,11,0,0,11
Venturini Associates Inc.,0,0,11,0,0,11
W. R. Holcomb,0,0,11,0,0,11
Western Minerals Co.,0,0,11,0,0,11
"Wilshire Oil Company, Inc.",0,0,11,0,0,11
"Arrowhead Operating, Inc.",10,0,0,0,0,10
Elliott Underground LLC,10,0,0,0,0,10
Pentarch Petroleum,9,0,1,0,0,10
"Res-Tech, Inc.",2,8,0,0,0,10
Equity Petro. Co.,0,10,0,0,0,10
"PS126 Investments, LLC",0,10,0,0,0,10
British Calif. Oil Co.,0,9,1,0,0,10
Costa Loma Ltd.,0,7,3,0,0,10
G. H. Preuitt,0,6,4,0,0,10
Temblor Petroleum Co. LLC,0,6,3,0,1,10
East Santa Fe Oil Co.,0,1,9,0,0,10
J.A. Smith,0,1,9,0,0,10
Moreland Investment Co.,0,1,9,0,0,10
Alfred M. Hammerslough,0,0,10,0,0,10
Amax Petro. Corp.,0,0,10,0,0,10
Amoco Production Company,0,0,10,0,0,10
B & S Oil Company,0,0,10,0,0,10
Bell-Western Oil Co.,0,0,10,0,0,10
Bender Oil Operations,0,0,10,0,0,10
"C. A. Harding, Trustee",0,0,10,0,0,10
Cimarex Energy Co.,0,0,10,0,0,10
Cliff E. Zillgitt,0,0,10,0,0,10
Concho Petroleum,0,0,10,0,0,10
D. D. Feldman Oil & Gas,0,0,10,0,0,10
"D. E. Craggs, Inc.",0,0,10,0,0,10
E. C. S. Oil Co.,0,0,10,0,0,10
Estate of Howard H. Bell Jr.,0,0,10,0,0,10
Estate of W. M. Killingsworth,0,0,10,0,0,10
Eureka Oil Co.,0,0,10,0,0,10
Exeter Oil Co.,0,0,10,0,0,10
F. E. Fairfield,0,0,10,0,0,10
Floyd R. Ten Eyck,0,0,10,0,0,10
Herrera Oil & Minerals International,0,0,10,0,0,10
Hinkle Exploration Ltd.,0,0,10,0,0,10
Imperial Gypsum & Oil Corp.,0,0,10,0,0,10
Jacat Oil Co.,0,0,10,0,0,10
L. C. Dougan,0,0,10,0,0,10
Las Palmas Petroleum Corp.,0,0,10,0,0,10
Lespring Oil Co.,0,0,10,0,0,10
Lincoln Petroleum Co.,0,0,10,0,0,10
"Lloyd A. Harnish, Oper.",0,0,10,0,0,10
Lloyd S. Gilmour,0,0,10,0,0,10
Los Angeles Unified School District,0,0,10,0,0,10
McVicar-Rood,0,0,10,0,0,10
Mission Resources,0,0,10,0,0,10
Murray-Teague Assoc.,0,0,10,0,0,10
"Oil Production Management, Inc",0,0,10,0,0,10
Pennant Operating Company,0,0,10,0,0,10
Pennant Petroleum Corporation,0,0,10,0,0,10
Petaluma Oil & Gas,0,0,10,0,0,10
Prudential Minerals Exploration Corp.,0,0,10,0,0,10
Rinker Dev. Corp.,0,0,10,0,0,10
Scope Industries Inc.,0,0,10,0,0,10
Sunset Pacific Oil Co.,0,0,10,0,0,10
Target Drilling,0,0,10,0,0,10
Texinia Oil & Gas Inc.,0,0,10,0,0,10
The Geotest Co.,0,0,10,0,0,10
Trans-Oceanic Oil Corp.,0,0,10,0,0,10
Vista Petroleum Co.,0,0,10,0,0,10
"Von Glahn Oil Co., Inc.",0,0,10,0,0,10
W. W. Holmes,0,0,10,0,0,10
"Weir Oil Co., Inc.",0,0,10,0,0,10
WH Castaic 497 LLC,0,0,10,0,0,10
Wilber J. Cox,0,0,10,0,0,10
"L P Oil Company, Inc.",9,0,0,0,0,9
Brindle/Thomas,7,1,1,0,0,9
R. J. Bellevue,6,3,0,0,0,9
"TS Leasing Operations, Inc.",6,3,0,0,0,9
Columbine Associates,4,1,4,0,0,9
ASHURST OIL LLC,0,9,0,0,0,9
Maltman Oil Co.,0,9,0,0,0,9
Midland Oil Co.,0,9,0,0,0,9
Mrs. Cake,0,9,0,0,0,9
"SMG Oil, LLC",0,9,0,0,0,9
W. R. Dudley,0,8,1,0,0,9
Dividend Oil Co.,0,4,5,0,0,9
Sentinel Oil Co.,0,3,6,0,0,9
Fortune Petroleum Corporation,0,2,7,0,0,9
Painted Hills Oil Ass'n,0,2,7,0,0,9
"Robert S. Lytle, Operator",0,2,7,0,0,9
Cube Oil Co.,0,1,8,0,0,9
Gem Oil Company,0,1,8,0,0,9
Macmillan Petroleum Corp.,0,1,8,0,0,9
Westoil Corp.,0,1,8,0,0,9
Alfred D. Mitchell,0,0,9,0,0,9
Anschutz Expl. Corp.,0,0,9,0,0,9
Barnes & Shadrick Core Drilling Co.,0,0,9,0,0,9
Barnes Core Drilling Co.,0,0,9,0,0,9
Bell Petro. Co.,0,0,9,0,0,9
C. H. Olsson,0,0,9,0,0,9
"Charles T. Rippy, Jr.",0,0,9,0,0,9
Chas. T. Rippy and Earl Robinett,0,0,9,0,0,9
"Chiksan Oil Co., Ltd.",0,0,9,0,0,9
Christopher Oil Co.,0,0,9,0,0,9
Conversion Bakersfield II Inc.,0,0,9,0,0,9
D. C. R. Bailey,0,0,9,0,0,9
Deuel Pet. Co. Inc.,0,0,9,0,0,9
E. G. Curtis,0,0,9,0,0,9
E. S. Brooks,0,0,9,0,0,9
Edward M Tilbury,0,0,9,0,0,9
Enterprise Oil Company,0,0,9,0,0,9
Entex Oil Company,0,0,9,0,0,9
Falcon Petroleum Company,0,0,9,0,0,9
Federal Oil Co. of Cal,0,0,9,0,0,9
Gary Drilling Company,0,0,9,0,0,9
Great Yellowstone Corp.,0,0,9,0,0,9
Henry L. Lubking,0,0,9,0,0,9
Holly Development Company,0,0,9,0,0,9
J. M. Peters Co. Inc.,0,0,9,0,0,9
Juniper Petroleum Corp.,0,0,9,0,0,9
Kaye R. McCown,0,0,9,0,0,9
"Kelt Pacific, Inc.",0,0,9,0,0,9
Ketell Oil Company,0,0,9,0,0,9
L. W. Babcock,0,0,9,0,0,9
"Lion Boylston, LLC-a Delaware LLC",0,0,9,0,0,9
Lowry R Lytle,0,0,9,0,0,9
M & S Properties,0,0,9,0,0,9
Macson Oil Company,0,0,9,0,0,9
Max Pray,0,0,9,0,0,9
Maxus Exploration Company,0,0,9,0,0,9
Midhurst Oil Corp.,0,0,9,0,0,9
Milham Exploration Co.,0,0,9,0,0,9
Miller and York,0,0,9,0,0,9
Monterey Resources Inc.,0,0,9,0,0,9
Oscar S. Norton,0,0,9,0,0,9
"Output Exploration, LLC",0,0,9,0,0,9
Petan Co.,0,0,9,0,0,9
R. K. Cross Opr,0,0,9,0,0,9
Royal Res. Corp.,0,0,9,0,0,9
Sanchez-O'brien Oil & Gas Corp,0,0,9,0,0,9
Santa Fe Petro Co.,0,0,9,0,0,9
Saratoga Company,0,0,9,0,0,9
Shoshone Oil Corp.,0,0,9,0,0,9
"Signal Petroleum Company of California, Ltd.",0,0,9,0,0,9
Southern California Drilling Co.,0,0,9,0,0,9
Southwest Diversified/Coscan Partners,0,0,9,0,0,9
State Energy & Development Company,0,0,9,0,0,9
Sunrise Petroleum Co.,0,0,9,0,0,9
Terminal Drilling Company,0,0,9,0,0,9
The British American Oil Producing Company,0,0,9,0,0,9
The Harter Family Trust of 1995,0,0,9,0,0,9
Tosco Enhanced Oil Recovery Corporation,0,0,9,0,0,9
Two Bay Petroleum,0,0,9,0,0,9
Valley Drudis Corp.,0,0,9,0,0,9
West American Oil Co.,0,0,9,0,0,9
"Harter Energy, Inc.",7,1,0,0,0,8
Smilodon Oil Company,7,1,0,0,0,8
The Lansdale Co.,7,0,1,0,0,8
Premier Resource Management,4,4,0,0,0,8
"Vaughn, LLC",2,0,6,0,0,8
"Doran, Brouse & Price",0,8,0,0,0,8
Lehigh Oil Co.,0,8,0,0,0,8
Parker Morrell Oil Co.,0,8,0,0,0,8
"Windrush Operating Co, LLC",0,8,0,0,0,8
Otto Ritzert,0,5,3,0,0,8
Consolidated Mutual Oil Co.,0,4,4,0,0,8
"RoseMain 031, LLC",0,4,4,0,0,8
"Archer Operations, California, LLC",0,1,7,0,0,8
Imperial Oil Co.,0,1,7,0,0,8
Manley Energy Resources LLC,0,1,7,0,0,8
"A. A. Hopkins, Jr., Operator",0,0,8,0,0,8
American Hunter Expl. Ltd.,0,0,8,0,0,8
BP Exploration Inc.,0,0,8,0,0,8
Buffalo Oil Co.,0,0,8,0,0,8
Bunker Oil Corp.,0,0,8,0,0,8
C. C. Killingsworth Opr.,0,0,8,0,0,8
"Carneros Energy, Inc.",0,0,8,0,0,8
Chanslor-Western Oil & Development Company,0,0,8,0,0,8
Charles C. Townsend,0,0,8,0,0,8
D. J. Hatfield,0,0,8,0,0,8
D. Monroe,0,0,8,0,0,8
Empire State Oil Co.,0,0,8,0,0,8
"Estate of Edward A. Nepple, W. A. MacMullen, Trustee",0,0,8,0,0,8
"F. J. Stefanich, Operator",0,0,8,0,0,8
"GEC Oil & Gas Co, Inc.",0,0,8,0,0,8
Gene Reid Drilling Company,0,0,8,0,0,8
George Hocking,0,0,8,0,0,8
Grover Collins Drilling Mud Eng. & Mat.,0,0,8,0,0,8
H & T Oil Co.,0,0,8,0,0,8
Hexadyne Energy Corp.,0,0,8,0,0,8
Hickerson Oil Company,0,0,8,0,0,8
Horizon Operating Co.,0,0,8,0,0,8
Husky Oil Co.,0,0,8,0,0,8
J. C. Hansmeyer Oil Co.,0,0,8,0,0,8
"J. M. Van Horn, Operator",0,0,8,0,0,8
John L. Sowers,0,0,8,0,0,8
John S. Hagestad,0,0,8,0,0,8
Kenneth A. Ross Jr.,0,0,8,0,0,8
"King Petroleum Development, Inc.",0,0,8,0,0,8
Lyle A. Garner & Roy Price,0,0,8,0,0,8
M J M & M Oil Co.,0,0,8,0,0,8
Maxoil Inc.,0,0,8,0,0,8
"Megatoys Property, LLC",0,0,8,0,0,8
North Star Wharf,0,0,8,0,0,8
Nuevo Energy Company,0,0,8,0,0,8
Olympic Refining Co.,0,0,8,0,0,8
Pacific Drilling Co,0,0,8,0,0,8
"Peter Cook, Jr.",0,0,8,0,0,8
Petroleum Midway Co.,0,0,8,0,0,8
Phoenix West Oil and Gas Corporation,0,0,8,0,0,8
"Porter Sesnon, Operator",0,0,8,0,0,8
"R. B. Montgomery, Oper.",0,0,8,0,0,8
Rupe Resources,0,0,8,0,0,8
S. I. Corp.,0,0,8,0,0,8
Sacramento Natural Gas Co.,0,0,8,0,0,8
"Terra Exploration & Production Co., Inc.",0,0,8,0,0,8
Topko N. Wilmington Prtnrship.,0,0,8,0,0,8
U. S. Government,0,0,8,0,0,8
W. E. David,0,0,8,0,0,8
W. E. McCaslin,0,0,8,0,0,8
Wa-Me-Co Drilling Co.,0,0,8,0,0,8
Welport Oil Company,0,0,8,0,0,8
Cather-Herley Oil Company,7,0,0,0,0,7
"Pacific Palms Petroleum, LLC",7,0,0,0,0,7
Four Teams Oil Production & Exploration Inc.,6,0,1,0,0,7
Silver Exploration Company,5,2,0,0,0,7
Vast Star Corporation,5,2,0,0,0,7
"Bud's Oil Company, Inc.",5,0,2,0,0,7
Kern County Waste Management Department,4,0,3,0,0,7
Case's Used Equipment,2,4,1,0,0,7
"Mountain View Resources, LLC",2,4,1,0,0,7
"Bakersfield Renewable Fuels, LLC",0,7,0,0,0,7
Dunham & Farnsworth,0,7,0,0,0,7
Whittier Consolidated Co.,0,7,0,0,0,7
Burlington Oil Co.,0,6,1,0,0,7
Ricano Oil Co.,0,5,2,0,0,7
Alpha Oil Co.,0,4,3,0,0,7
Wilson Oil Co.,0,4,3,0,0,7
Hardison & Stewart Oil Co.,0,3,4,0,0,7
"Big Horn Oil And Gas, Inc.",0,2,5,0,0,7
H.L. Whiston,0,2,5,0,0,7
Aragon (Toluca/Colton) Properties Corp.,0,1,6,0,0,7
Burns Oil Co.,0,1,6,0,0,7
Calvin C. Green,0,1,6,0,0,7
Canoga Oil Co.,0,1,6,0,0,7
Dynasonics Corporation,0,1,6,0,0,7
"E. F. Stella, Trustee",0,1,6,0,0,7
Fred B. Foster & Co.,0,1,6,0,0,7
"Lennar Homes of California, Inc.",0,1,6,0,0,7
"Princeton Natural Gas, LLC",0,1,6,0,0,7
St. Louis Oil Co.,0,1,6,0,0,7
A. J. McGreevy Operator,0,0,7,0,0,7
A. S. Mayes,0,0,7,0,0,7
"A. S. Mayes & Associates, Ltd.",0,0,7,0,0,7
Anza Pacific Corp.,0,0,7,0,0,7
"Arthur J. Arding, Jr.",0,0,7,0,0,7
Artnell Company,0,0,7,0,0,7
Bajii Enterprises,0,0,7,0,0,7
Baker Oil And Gas Company,0,0,7,0,0,7
"Berkley Petroleum, Inc.",0,0,7,0,0,7
"Blacksand Energy, Inc.",0,0,7,0,0,7
"Botto And Miller, Trustees",0,0,7,0,0,7
Brogdon--A&K Leases,0,0,7,0,0,7
C. & S. Investment Co.,0,0,7,0,0,7
Canon Drilling Company,0,0,7,0,0,7
Carneros Oil Company,0,0,7,0,0,7
"Cen Cal Drilling, Inc.",0,0,7,0,0,7
"Cities Service Petroleum Corporation, Ltd.",0,0,7,0,0,7
City of Santa Fe Springs,0,0,7,0,0,7
Clark C. Peterson,0,0,7,0,0,7
Cliff Petroleum Company,0,0,7,0,0,7
Concord Oil Co.,0,0,7,0,0,7
Conley & Associates Inc.,0,0,7,0,0,7
"Cox Technologies, Inc.",0,0,7,0,0,7
D. D. Dunlap,0,0,7,0,0,7
"DCO Pacific City, LLC",0,0,7,0,0,7
"DEPCO, Inc.",0,0,7,0,0,7
Deuel Petroleum Calif. Inc.,0,0,7,0,0,7
E & S Production Corp.,0,0,7,0,0,7
Estate of D. W. Elliott,0,0,7,0,0,7
Fairview Expl. Co.,0,0,7,0,0,7
First National Finance Corporation,0,0,7,0,0,7
Fleet Oil Co.,0,0,7,0,0,7
Fruitvale Properties,0,0,7,0,0,7
"Geo Investment, Inc.",0,0,7,0,0,7
Hallador Production Co.,0,0,7,0,0,7
"Harry C. Long, Oper., Inc.",0,0,7,0,0,7
Harry Feder,0,0,7,0,0,7
Home Petroleum Corp.,0,0,7,0,0,7
"Island Energy Partners, LLC",0,0,7,0,0,7
J. Farbstein,0,0,7,0,0,7
"J. R. Gillbergh, Operator",0,0,7,0,0,7
Kenneth & Katherine Manley,0,0,7,0,0,7
"Kenyon C. Sills, Operator, Inc.",0,0,7,0,0,7
Kern Co. Drilling Co. and Associates,0,0,7,0,0,7
L. T. Mayo,0,0,7,0,0,7
Leda Petroleum Co.,0,0,7,0,0,7
"Lee Lamberson, Inc.",0,0,7,0,0,7
"Lloyd Corporation, Ltd.",0,0,7,0,0,7
Lloyd Management Corporation,0,0,7,0,0,7
Lomax Exploration Co.,0,0,7,0,0,7
M. G. Anlauf,0,0,7,0,0,7
M. Manley,0,0,7,0,0,7
Magness Petroleum Company,0,0,7,0,0,7
Marmac Resources Co.,0,0,7,0,0,7
"Monument Production, Inc.",0,0,7,0,0,7
North of River Sanitary District,0,0,7,0,0,7
Northern Energy Devel. Co.,0,0,7,0,0,7
O. C. Field Gasoline Corp.,0,0,7,0,0,7
Oilco Petroleum Development,0,0,7,0,0,7
Pacific Enterprises Oil Co. (USA),0,0,7,0,0,7
Pacific Inland Operating Corporation,0,0,7,0,0,7
Palomar Oil and Refining Corporation,0,0,7,0,0,7
"PCH FFWA, LLC",0,0,7,0,0,7
Peninsula Open Space Trust,0,0,7,0,0,7
Peter B. Rothschild,0,0,7,0,0,7
Providential Development Co.,0,0,7,0,0,7
"Pueblo Oil & Gas, Inc.",0,0,7,0,0,7
"R. F. Oakes, E. E. Combs, et al",0,0,7,0,0,7
Ridge Hill Oil Co.,0,0,7,0,0,7
Riley Barnes,0,0,7,0,0,7
Royal American Petro. Corp.,0,0,7,0,0,7
Santa Maria Oil Fields Inc.,0,0,7,0,0,7
Sigmund Matejko,0,0,7,0,0,7
Steele Petroleum Company,0,0,7,0,0,7
Stowe Killingsworth,0,0,7,0,0,7
Submarine Oil Co.,0,0,7,0,0,7
Terminal Oil Co.,0,0,7,0,0,7
The Summerland Oil Co.,0,0,7,0,0,7
The Sun Drilling Co.,0,0,7,0,0,7
Thriftway Company,0,0,7,0,0,7
"Trident Oil & Gas Corporation, Inc.",0,0,7,0,0,7
"Trinity Oil Corp., Ltd.",0,0,7,0,0,7
United Oil Well Supply Co.,0,0,7,0,0,7
Vel Marv Petroleum Corp.,0,0,7,0,0,7
"Vern Jones, Oper.",0,0,7,0,0,7
Vista Pacific Resources Corporation,0,0,7,0,0,7
W. E. Nicolai & Son,0,0,7,0,0,7
"W. M. Elliott, Jr.",0,0,7,0,0,7
Wayne H. Cox,0,0,7,0,0,7
Western States Drilling Co.,0,0,7,0,0,7
William M. Keck Jr.,0,0,7,0,0,7
Woodward & Reynolds,0,0,7,0,0,7
X-L Oil Co. Inc.,0,0,7,0,0,7
Yellowstone Oil Co.,0,0,7,0,0,7
Zonal Holding Corp.,0,0,7,0,0,7
Black Badger Energy LLC.,6,0,0,0,0,6
KMP Operating Inc.,5,1,0,0,0,6
"General Production Oil, LLC",4,0,2,0,0,6
Thomas Oilers,3,1,2,0,0,6
"John Guzman Crane Service, Inc.",3,0,3,0,0,6
"NMT Oil Company, Inc.",1,3,2,0,0,6
"La Paloma Generating Company, LLC",1,0,5,0,0,6
Chas. Elton,0,6,0,0,0,6
City of Santa Clarita,0,6,0,0,0,6
E. Huntley,0,6,0,0,0,6
Lincoln Oil Co.,0,6,0,0,0,6
Little Napoleon Oil Co.,0,6,0,0,0,6
Logsdon & Sloan Syndicate No 1,0,6,0,0,0,6
Tyler Oil Co.,0,6,0,0,0,6
"Vaca Energy, LLC",0,6,0,0,0,6
Young & Shaw,0,6,0,0,0,6
Alliance Oil Co.,0,5,1,0,0,6
B & B Oil Co.,0,5,1,0,0,6
"Golden Gate Oil Operations, LLC",0,5,1,0,0,6
M. & M. Oil Co.,0,5,1,0,0,6
Lancaster Midway Oil Co.,0,4,2,0,0,6
Camerillo Refining Co.,0,3,3,0,0,6
Griffiths Oil Co.,0,3,3,0,0,6
Sespe Explorations,0,3,3,0,0,6
Charles C Townsend,0,2,4,0,0,6
Empire Oil & Gas Corp.,0,2,4,0,0,6
Pugh-Miller Drilling Co.,0,2,4,0,0,6
TB Properties,0,2,4,0,0,6
"959 Stadium Way, LLC",0,1,5,0,0,6
A.L. Kitselman,0,1,5,0,0,6
C. C. Julian,0,1,5,0,0,6
"Ed Green, Operator",0,1,5,0,0,6
"Jergins Syndicate, Inc.",0,1,5,0,0,6
L. B. Tannehill,0,1,5,0,0,6
Pacific Oil & Gas Co.,0,1,5,0,0,6
Rio Grande Oil Co.,0,1,5,0,0,6
"1552 Rockwood Street Charter Facilities, LLC",0,0,6,0,0,6
A. Wardman,0,0,6,0,0,6
Ajax Oil and Development Co.,0,0,6,0,0,6
Allts Oil Co.,0,0,6,0,0,6
Andrew Lucas & Gus Ninkovich,0,0,6,0,0,6
Arthur P. Anderson and Nancy Lee Anderson,0,0,6,0,0,6
Atlas Oil Company,0,0,6,0,0,6
"Atlas Production, Inc.",0,0,6,0,0,6
Bell Petroleum Co.,0,0,6,0,0,6
Ben F. Mingoia,0,0,6,0,0,6
Ben J. Taylor,0,0,6,0,0,6
Birch Ranch & Oil Co.,0,0,6,0,0,6
Bobbie G. & Vallee J. Williams,0,0,6,0,0,6
C & S Oil Company,0,0,6,0,0,6
"C. D. Draucker, Operator",0,0,6,0,0,6
C. D. Howe,0,0,6,0,0,6
Cadillac Oil Co.,0,0,6,0,0,6
California Natural Gas & Dev. Co.,0,0,6,0,0,6
Cameron Oil Co.,0,0,6,0,0,6
Century Oil Mgmt. Inc.,0,0,6,0,0,6
Champlin Petroleum Co.,0,0,6,0,0,6
Chanac Associates,0,0,6,0,0,6
Christiana Oil Corp.,0,0,6,0,0,6
City of Long Beach Dept. of Gas & Oil,0,0,6,0,0,6
Cozi Oil Co.,0,0,6,0,0,6
D and D Oil Company,0,0,6,0,0,6
D. D. Dunlap & Dorothy Dunlap,0,0,6,0,0,6
Deeble Investment Co.,0,0,6,0,0,6
DiGiorgio Fruit Corporation,0,0,6,0,0,6
Division of Highways,0,0,6,0,0,6
Donald J. Bentley,0,0,6,0,0,6
Driltrol,0,0,6,0,0,6
E. C. McGarry,0,0,6,0,0,6
Exeter Oil Co. Ltd.,0,0,6,0,0,6
G M V Oil Co.,0,0,6,0,0,6
"Garner & Jones, Inc.",0,0,6,0,0,6
H. A. Smith,0,0,6,0,0,6
